0,1
0,7
0,27
0,29
0,34
0,38
0,56
0,62
0,63
0,71
0,87
0,92
0,94
0,98
0,99
0,101
0,123
0,137
0,138
0,145
0,146
0,148
0,150
0,161
0,168
0,186
0,201
0,204
0,217
0,221
0,227
0,264
0,282
0,311
0,315
0,319
0,332
0,333
0,336
0,337
0,338
0,345
0,348
0,352
0,353
0,358
0,361
0,364
0,366
0,370
0,401
0,413
0,417
0,427
0,433
0,437
0,449
0,454
0,462
0,474
0,475
0,1170
0,1436
0,1470
0,1806
0,1930
0,1937
0,2013
0,2132
0,2275
0,2284
0,2334
0,2388
1,960
1,990
1,992
1,1003
1,1009
1,1023
1,1024
1,1042
1,1047
1,1052
1,1061
1,1078
1,1081
1,1082
1,1093
1,1097
1,1099
1,1108
1,1110
1,1111
1,1120
1,1124
1,1131
1,1142
1,1155
1,1156
1,1166
1,1169
1,1185
1,1188
1,1190
1,1196
1,1199
1,1215
1,1217
1,1225
1,1250
1,1256
1,1258
1,1269
1,1271
1,1274
1,1281
1,1288
1,1311
1,1314
1,1326
1,1328
1,1345
1,1349
1,1353
1,1357
1,1367
1,1380
1,1396
1,1402
1,1405
1,1432
2,142
2,960
2,963
2,983
2,988
2,990
2,999
2,1003
2,1006
2,1009
2,1013
2,1042
2,1047
2,1053
2,1071
2,1077
2,1078
2,1116
2,1120
2,1132
2,1142
2,1151
2,1165
2,1166
2,1170
2,1172
2,1199
2,1209
2,1217
2,1240
2,1241
2,1248
2,1255
2,1273
2,1285
2,1292
2,1302
2,1304
2,1313
2,1323
2,1329
2,1338
2,1349
2,1353
2,1357
2,1387
2,1388
2,1395
2,1405
2,1458
2,1473
2,1491
2,1512
2,1515
2,1624
2,1628
2,1647
2,1692
2,1731
2,1743
2,1796
2,1801
2,1889
3,1
3,29
3,960
3,963
3,990
3,992
3,1013
3,1016
3,1023
3,1024
3,1047
3,1052
3,1054
3,1061
3,1071
3,1075
3,1078
3,1081
3,1082
3,1092
3,1097
3,1099
3,1108
3,1110
3,1111
3,1131
3,1145
3,1155
3,1156
3,1166
3,1169
3,1185
3,1188
3,1190
3,1196
3,1217
3,1225
3,1230
3,1250
3,1256
3,1258
3,1269
3,1273
3,1274
3,1281
3,1288
3,1311
3,1314
3,1326
3,1328
3,1337
3,1345
3,1349
3,1353
3,1357
3,1380
3,1389
3,1402
3,1405
3,1432
4,1
4,7
4,10
4,20
4,27
4,29
4,40
4,42
4,44
4,62
4,83
4,87
4,92
4,94
4,98
4,111
4,113
4,124
4,127
4,137
4,139
4,145
4,148
4,157
4,171
4,174
4,185
4,201
4,218
4,237
4,244
4,253
4,256
4,264
4,266
4,267
4,296
4,326
4,331
4,332
4,337
4,340
4,344
4,351
4,361
4,363
4,367
4,388
4,393
4,407
4,410
4,417
4,419
4,425
4,433
4,445
4,455
4,456
4,474
4,478
5,10
5,20
5,27
5,56
5,92
5,98
5,99
5,113
5,123
5,124
5,139
5,148
5,157
5,163
5,167
5,168
5,174
5,186
5,187
5,201
5,217
5,244
5,249
5,256
5,266
5,282
5,284
5,296
5,311
5,326
5,331
5,332
5,337
5,339
5,344
5,351
5,353
5,358
5,361
5,363
5,367
5,388
5,393
5,407
5,410
5,413
5,425
5,433
5,455
5,460
5,462
5,474
5,478
5,2149
6,6
6,7
6,10
6,20
6,22
6,40
6,44
6,62
6,63
6,106
6,113
6,123
6,127
6,131
6,140
6,144
6,150
6,162
6,190
6,195
6,206
6,218
6,221
6,237
6,249
6,297
6,345
6,353
6,361
6,420
6,443
6,548
6,960
6,990
6,995
6,998
6,1003
6,1010
6,1025
6,1033
6,1038
6,1047
6,1082
6,1087
6,1101
6,1114
6,1139
6,1156
6,1196
6,1249
6,1276
6,1283
6,1308
6,1311
6,1361
6,1497
6,1592
6,1937
6,1939
6,1946
6,1949
6,2311
7,10
7,22
7,27
7,44
7,63
7,71
7,101
7,106
7,123
7,131
7,140
7,145
7,182
7,195
7,206
7,218
7,237
7,244
7,249
7,252
7,297
7,315
7,345
7,420
7,443
7,960
7,961
7,992
7,995
7,1012
7,1016
7,1025
7,1053
7,1075
7,1077
7,1087
7,1093
7,1101
7,1114
7,1139
7,1140
7,1156
7,1249
7,1276
7,1283
7,1308
7,1352
7,1396
7,1414
7,1463
7,1497
7,1535
7,1592
7,1712
7,1788
7,1946
7,2311
7,2332
8,1
8,7
8,10
8,20
8,27
8,29
8,42
8,62
8,72
8,83
8,87
8,92
8,94
8,98
8,111
8,113
8,124
8,131
8,137
8,139
8,145
8,148
8,157
8,160
8,163
8,171
8,174
8,185
8,201
8,244
8,253
8,256
8,266
8,267
8,296
8,319
8,326
8,331
8,332
8,337
8,344
8,351
8,358
8,361
8,363
8,366
8,367
8,388
8,389
8,393
8,407
8,410
8,413
8,425
8,433
8,437
8,449
8,455
8,456
8,468
8,474
8,478
9,980
9,983
9,990
9,1006
9,1009
9,1023
9,1024
9,1047
9,1052
9,1053
9,1061
9,1071
9,1078
